exponent_p,c,std_error,pct_error
0.0,2.606747936790738,0.0033292829599334607,0.12771787072102805
2.0,0.5548414543821804,0.001560699572467641,0.2812874849456752
3.0,-0.05332903480077188,0.0003757881636187569,0.7046596005771284
